pathway	104B_1w_ML	104B_3w_ML	104B_4w_ML	104E_1w_ML	104E_3w_ML	104E_4w_ML	104R_1w_ML	104R_3w_ML	104R_4w_ML	104S_0w_ML	105B_1w_ML	105B_3w_ML	105B_4w_ML	105E_1w_ML	105E_3w_ML	105E_4w_ML	105R_1w_ML	105R_3w_ML	105R_4w_ML	105S_0w_ML	108B_1w_ML	108B_3w_ML	108B_4w_ML	108E_1w_ML	108E_3w_ML	108E_4w_ML	108R_1w_ML	108R_3w_ML	108R_4w_ML	108S_0w_ML	109B_1w_ML	109B_3w_ML	109B_4w_ML	109E_1w_ML	109E_3w_ML	109E_4w_ML	109R_1w_ML	109R_3w_ML	109R_4w_ML	109S_0w_ML	201B_1w_ML	201B_3w_ML	201B_4w_ML	201E_1w_ML	201E_3w_ML	201E_4w_ML	201R_1w_ML	201R_3w_ML	201R_4w_ML	201S_0w_ML	202B_1w_ML	202B_3w_ML	202B_4w_ML	202E_1w_ML	202E_3w_ML	202E_4w_ML	202R_1w_ML	202R_3w_ML	202R_4w_ML	202S_0w_ML	206B_1w_ML	206B_3w_ML	206B_4w_ML	206E_1w_ML	206E_3w_ML	206E_4w_ML	206R_1w_ML	206R_3w_ML	206R_4w_ML	206S_0w_ML	207B_1w_ML	207B_3w_ML	207B_4w_ML	207E_1w_ML	207E_3w_ML	207E_4w_ML	207R_1w_ML	207R_3w_ML	207R_4w_ML	207S_0w_ML	209B_1w_ML	209B_3w_ML	209B_4w_ML	209E_1w_ML	209E_3w_ML	209E_4w_ML	209R_1w_ML	209R_3w_ML	209R_4w_ML	209S_0w_ML	301B_1w_ML	301B_3w_ML	301B_4w_ML	301E_1w_ML	301E_3w_ML	301E_4w_ML	301R_1w_ML	301R_3w_ML	301R_4w_ML	301S_0w_ML	302B_1w_ML	302B_3w_ML	302B_4w_ML	302E_1w_ML	302E_3w_ML	302E_4w_ML	302R_1w_ML	302R_3w_ML	302R_4w_ML	302S_0w_ML	306B_1w_ML	306B_3w_ML	306B_4w_ML	306E_1w_ML	306E_3w_ML	306E_4w_ML	306R_3w_ML	306R_4w_ML	306S_0w_ML	309B_1w_ML	309B_3w_ML	309B_4w_ML	309E_1w_ML	309E_3w_ML	309E_4w_ML	309R_1w_ML	309R_3w_ML	309R_4w_ML	309S_0w_ML	310B_1w_ML	310B_3w_ML	310B_4w_ML	310E_1w_ML	310E_3w_ML	310E_4w_ML	310R_1w_ML	310R_3w_ML	310R_4w_ML	310S_0w_ML	411B_1w_ML	411B_3w_ML	411B_4w_ML	411E_1w_ML	411E_3w_ML	411E_4w_ML	411R_1w_ML	411R_3w_ML	411R_4w_ML	411S_0w_ML	Seed_CM_4
P101-PWY	216.6762	176.6914	150.0037	2198.6498	3026.8899	2158.4318	501.2623	441.289	632.4015	223.5102	177.0769	158.9247	146.7494	781.062	2676.6402	1981.321	520.2348	539.1851	593.2704	245.4338	157.4573	115.2017	166.2287	2174.7744	3432.1507	2137.2691	611.5484	415.0832	563.0503	200.1331	138.4417	137.5169	187.4569	2175.9972	3150.5032	2463.1392	575.5768	522.31	639.6303	287.984	199.4331	210.4667	172.7263	2045.8415	3182.9651	1882.6741	523.8749	447.865	572.2267	220.0213	145.6918	160.366	149.3139	1980.3182	2650.5632	1919.9818	422.9411	425.2284	566.6636	218.909	191.0713	118.8146	140.5494	2365.9578	3066.2268	2139.5244	474.5602	477.4003	549.8513	237.0859	124.4536	144.7272	122.2134	2766.5839	3157.9965	2327.849	549.1216	525.8238	422.0753	218.9916	128.256	224.5201	150.3651	2409.2484	2785.4283	4909.1172	416.6396	601.2033	443.4542	228.2653	155.4829	161.1808	133.8244	2711.0978	2696.0183	4354.3875	556.3322	482.702	409.7163	297.1552	171.0267	231.8005	211.0739	2547.5831	2848.4892	2188.878	524.9946	630.1654	482.5853	265.3577	147.4846	112.8579	174.1188	2727.287	3077.454	2124.248	585.357	626.381	220.2369	122.2276	167.1589	202.1601	2218.4088	2866.7565	2480.3081	437.1559	493.5377	435.6161	270.8656	170.4196	167.328	167.8455	2489.1203	2969.5327	2271.7879	472.3361	544.0416	478.8131	278.8688	174.3477	204.191	194.3462	2801.6032	3054.6604	2230.8685	570.8462	755.1566	475.9736	241.1844	362.856
P105-PWY	9562.3905	10025.716	10236.6656	12095.1264	16341.1001	17841.3741	13545.676	11921.0862	13197.1166	10733.8219	9425.8763	10077.7356	9921.7689	14540.5756	16776.5094	17200.7488	12613.0544	12258.8412	12224.4831	10572.1474	9264.3437	10452.8681	9975.913	10897.2183	14075.12	17289.2992	10283.2364	11499.3698	12173.9812	10330.7557	8914.4079	9915.1399	10016.3837	12305.2199	15999.0866	16578.2499	13562.0051	11816.1734	12409.8106	11782.906	9362.3554	11419.6796	11318.1286	11875.3425	16426.9227	17246.7856	13267.1305	11849.955	12363.5211	10748.9777	8658.4164	10109.9815	9809.7806	11767.4525	16892.6017	17446.8312	11771.5486	11861.3694	12093.8457	11849.6316	8806.9844	8784.9396	9711.6812	11297.471	16230.7984	17083.4255	12467.5247	11850.3954	12290.8243	9614.468	8779.6704	10576.2049	9566.6186	10193.6479	15827.3896	16784.6962	11731.6167	11999.1617	11789.8077	10612.3521	9029.0359	10639.0116	9718.6632	12039.2813	17141.4665	18102.2862	13498.4375	12368.7488	15473.2985	11098.4518	9050.2128	10128.5218	10038.2648	10469.9565	17138.8034	15107.6899	12570.9074	11925.1913	11381.4062	11615.757	9258.1222	10466.7961	9671.6427	10637.4954	15743.7656	17391.788	12313.0464	12253.3555	13052.3092	9964.1152	8577.2692	8987.6675	9533.5307	10013.7233	15945.1366	17150.0471	12187.1772	12206.5116	9350.9568	8419.416	10027.1148	9311.8434	11432.235	16675.0749	15653.7616	12461.3239	12170.6371	12006.2485	9884.1146	8644.8993	10072.5881	9300.5006	11093.6515	16530.7612	16230.0762	11961.1186	12020.1927	12281.3874	9722.9376	8373.23	10254.117	9645.016	9519.0617	15564.658	17035.2286	11474.2376	12229.7932	11970.9113	9657.5704	11166.2017
P108-PWY	11694.7138	11673.5991	11573.3851	8709.5841	13621.0735	14178.3952	8037.7365	11447.1854	10707.035	11866.9084	11821.1274	11954.9922	11742.9614	8761.5338	13939.8305	13947.3602	6619.7336	11534.4427	11089.0385	12070.3536	11741.5577	12359.6992	11869.6494	9649.2497	12094.2534	14052.7551	6940.3798	11696.4202	11235.615	12036.9569	12115.1649	11930.438	11830.8088	9721.7946	13539.104	13311.8183	7760.5813	11619.5584	11018.2934	11643.0047	12149.1133	11582.8854	11534.8436	9297.5792	13844.3049	14168.1301	6301.6718	11112.1291	11247.4322	11570.0346	11525.0143	11635.8016	11437.4052	9962.8377	13844.5878	14191.0111	6794.176	11211.2081	11203.1698	10404.4058	11296.5205	11816.6081	11481.6157	9540.7447	13754.9798	13790.4224	7302.1731	11254.2939	10608.431	11648.7032	11601.18	11997.5743	11897.0477	8736.9469	13362.9699	13846.9455	6644.8093	11612.8756	11200.3231	12147.7835	11923.2554	12040.6656	11678.8756	9681.7235	14073.3529	13101.2182	4930.6747	11328.3234	8232.0671	11712.1879	11922.341	12186.3263	11696.1743	9767.0127	14432.3289	10826.6903	7262.3096	11631.6095	6694.8474	11558.8823	11660.2699	11833.3438	11758.6743	9035.3132	12998.9978	13985.0458	6082.8911	11068.1114	10063.1891	11999.8025	11779.6084	11707.3966	11690.1173	9736.9692	13438.0355	14277.9881	11304.7865	10910.3279	11904.711	11759.7233	12145.7743	11641.2433	10407.9451	14020.9194	12791.8176	7379.2235	11313.0149	10651.1969	11783.1064	11767.1749	11830.1551	11720.3795	9964.581	13861.3216	13351.722	7001.9052	11433.0762	11048.2429	11913.1983	11347.1293	12174.3977	11582.5512	7358.9587	13003.7004	14026.4977	5625.3814	10867.8044	10883.0058	11972.9737	12337.0193
P122-PWY	2672.6858	2476.298	2531.8453	4294.1947	3121.7119	2301.2537	1771.4995	2466.9132	2721.1956	2665.6857	2595.2516	2259.9214	2563.1202	2832.0006	2427.0826	2541.8533	1971.2276	2497.2099	2491.0519	2463.3482	2312.9234	2134.227	2549.1644	4865.3248	3077.9709	2409.0347	2399.7758	2204.8624	2473.2256	2862.5342	2210.9815	2155.9814	2433.1475	4769.7947	1927.3561	3151.5205	2468.9997	2514.8893	2706.754	2322.3041	2471.4815	2380.3015	2410.6883	4566.6314	2450.8077	3283.484	1908.66	2260.1801	2567.7585	2547.3519	2274.2959	2264.1636	2434.8348	5008.0172	2158.668	2254.4303	2775.7071	2308.2776	2823.9353	2635.3966	2510.9088	2130.6017	2241.9226	4551.397	2519.3523	3121.7966	2149.1572	2358.1791	2404.0046	2243.7754	2138.9053	2352.8645	2408.7453	4204.0602	2016.7883	2331.2638	2310.4756	2566.3655	2522.4064	2459.9145	2265.3423	2087.3508	2294.7599	4542.8286	2082.7033	2091.3204	1693.4802	2106.6931	1646.4865	2356.7846	2213.4883	2359.0513	2345.4895	4769.7905	2424.2522	3258.3994	2388.0282	2426.9566	1639.944	2807.8594	2684.8004	2440.8095	2393.9988	3485.1332	3292.6762	2987.5199	2319.9843	2678.7041	2742.7471	2409.4612	2228.8317	2121.8857	2211.3129	4270.5353	2301.2023	2800.6352	2634.7206	2740.8313	2339.7119	2134.8391	2260.3699	2017.1253	4439.737	1850.1159	3242.1545	2410.9395	2680.2624	2577.4694	2331.183	2000.0449	1879.6301	2025.6536	4150.2591	1671.5716	2613.5372	2420.9839	2579.0256	2679.3719	2381.5364	2425.7311	1833.2051	2196.6838	3511.5516	1673.4085	2532.8361	2289.1129	2887.5663	2639.7155	2108.5594	2555.3104
P124-PWY	3838.8084	4316.1688	4271.5715	5213.2969	11707.3945	12531.5936	1988.7273	3734.5206	3560.8893	3604.8607	3804.1264	3788.464	4153.5433	3111.6883	12140.427	11917.211	2205.1935	3558.8453	3345.2627	3773.5918	3334.9068	3260.2438	3787.7244	5883.1416	9525.3833	12214.2837	2629.7211	3157.386	3342.4124	3651.2353	3691.5683	4136.1459	4000.8519	5861.2843	11612.9728	11335.0547	2776.45	3704.2673	3475.6502	3669.6745	3710.5946	3918.9963	3969.4542	5201.1381	12200.367	12043.9896	2147.3359	3210.1447	3074.6589	3839.8648	4940.4878	4856.4913	5166.5753	7163.5231	12537.695	12584.8803	3106.8866	4380.8556	4461.2116	4228.0321	4150.6438	4196.3386	4519.1827	5971.7058	12005.5582	11616.5306	2416.108	3381.4863	3372.403	4125.0427	4101.6904	4318.7669	4237.5764	5954.0051	11481.7119	11997.347	2588.5007	3969.516	3413.3779	3851.0775	3912.7371	3641.6156	4749.9782	6905.0294	12409.3281	11418.1673	1905.9604	3317.7561	2212.7221	3828.3464	3524.1763	3751.8869	4037.942	6463.6503	12634.9111	9397.2842	2679.2818	3352.0644	1872.1065	3574.4786	4259.6554	4579.7155	4949.6826	6176.9858	11305.7831	12405.1342	2610.1041	4465.1348	3707.7962	4598.9562	4239.9923	4681.7718	4652.8342	6432.748	11572.1631	12455.1556	4026.9648	4087.3596	4670.9065	3989.615	4105.568	5142.1977	6820.7118	12239.5315	10852.8859	2716.1856	4234.7207	4458.4478	4161.5422	3980.5529	5046.7198	4567.4415	6482.788	12386.452	11267.9256	2876.6883	5046.1774	4669.2771	4609.4655	4424.8643	4611.6135	5165.757	5294.6496	11702.7046	12201.4837	2570.7555	4475.8431	4370.2838	4661.3534	4159.1929
P125-PWY	197.0174	255.1086	230.3993	979.7899	941.8575	514.5226	1458.7127	337.6887	1510.7083	406.7678	140.1047	211.3725	205.5751	1785.7546	604.365	370.4186	939.9993	479.1089	798.0381	355.6532	217.5693	270.8619	281.93	914.4912	1379.2414	684.7658	1415.1335	252.3084	391.3665	348.3792	133.4546	209.1398	202.5844	460.7155	823.5868	901.3398	715.4833	357.7123	1181.2307	308.029	222.4912	390.3121	303.5727	1240.1541	618.4672	586.697	1549.1603	389.5833	806.5708	576.4228	108.123	352.1615	210.1623	1097.8266	451.4092	293.2101	365.5143	247.6638	303.017	369.6225	114.918	162.2415	200.8083	1114.0927	417.6033	689.6211	785.46	453.5093	1033.0628	223.8293	128.924	217.8908	246.0746	836.9765	725.4652	490.8999	697.7305	329.5957	417.8887	357.8518	166.756	355.2514	200.8598	1090.4866	830.0807	462.0451	758.9731	638.9046	815.3231	833.691	144.4161	415.301	276.0206	842.3932	550.5882	2078.5394	815.595	309.3607	2346.1456	509.7654	159.0203	402.5345	237.0675	557.024	644.4811	510.6079	296.3791	484.16	556.4503	229.6645	133.2025	121.5314	290.6254	620.5276	678.8802	411.1683	414.4295	518.8035	150.0259	75.7103	216.2971	196.6924	622.7892	528.4637	637.8156	332.5965	334.8177	932.8369	222.2056	110.4952	224.2959	134.8919	582.1663	238.0402	561.2324	350.827	225.2638	397.5263	192.901	130.5901	167.1838	184.9568	566.3799	460.661	414.619	214.3884	557.4361	369.798	211.6723	508.5637
P161-PWY	1850.2052	1521.5598	1958.2799	9178.5609	4205.2239	2820.3063	9612.5866	2288.2073	4072.0803	2861.5049	1500.4097	1703.0433	1544.4018	11482.6549	3315.4926	2838.8002	9832.4445	2804.8577	3017.1251	1696.7535	1543.7767	1573.8977	1577.6747	7536.9322	5296.0837	3180.7961	6383.7829	2456.8528	3988.7145	2005.0754	1151.6703	1716.7611	1914.11	9126.3103	4067.3225	3633.9245	11160.1733	2881.6524	3530.4031	1492.0613	1514.3912	2487.0424	4199.9626	8266.6905	3955.2369	3104.3372	10276.6041	2440.2448	3335.253	1954.9629	1057.7093	1613.3787	1639.2071	7431.5045	2817.7384	2697.488	8908.0116	2185.1169	3070.6844	6668.9969	1264.0385	1106.9178	1563.2109	7130.121	3585.7444	3015.3026	9661.5924	2555.4263	2994.7725	1390.4198	1066.1919	1824.687	1431.6941	7111.0459	4086.5022	3303.5841	9446.604	2662.3661	2789.5442	1753.3612	1232.8117	1489.2799	1570.4267	8569.8815	3361.9529	9581.6323	11749.3933	3102.5051	13361.9191	3314.4129	1246.8345	1448.5241	1863.373	7166.2968	3798.698	4085.3733	10068.9631	2623.5787	6473.1362	3728.0475	1995.1486	2234.7854	1400.2456	6527.8408	4166.7402	3062.2391	10099.3046	2678.075	5820.9983	1657.8479	1135.1402	1089.7112	1219.9032	7266.1057	3867.5677	3025.225	3075.4288	3583.2136	1241.3124	1015.4523	1454.8032	1286.1694	6834.9463	3704.9233	3544.6941	9697.0826	2853.9214	2770.7613	1671.9036	1086.746	1166.125	1197.8651	6733.6648	3190.3639	3181.1854	9506.0476	2561.1518	2628.9728	1613.623	1350.7245	1998.4519	1513.9499	6818.0215	3242.3791	3215.6474	9206.2561	3005.7776	2766.6721	1399.275	1940.8632
P162-PWY	44.8581	13.8746	8.9579	33.7105	159.4036	1.9996	11.9276	32.5767	16.9292	6.9779	26.567	38.1183	25.6235	0.0	11.983	0.0	23.7882	28.7259	31.6856	20.778	40.9654	13.8821	43.9867	44.5745	0.9999	6.9942	17.9151	30.6185	36.584	19.8146	18.7347	6.9711	37.271	25.8552	0.9999	0.0	22.8214	38.4857	33.6859	23.7739	32.396	27.6632	28.6262	204.2131	0.9999	13.9771	50.9856	40.3723	72.4301	33.4948	36.0568	22.682	28.539	18.9271	5.9955	6.9941	17.8423	20.8268	12.9516	27.6608	22.694	43.4487	33.3007	76.7042	3.9984	5.9962	17.8672	45.2249	47.3471	26.5751	23.5483	21.747	7.9634	8.9792	7.9935	14.9758	49.1496	46.2889	17.8894	20.7558	24.5578	10.9306	31.3954	33.7656	2.9991	3.9982	9.9485	37.4982	21.8586	20.831	37.0601	25.6059	17.819	41.6237	1.9996	11.9782	30.6872	47.2138	15.8907	20.8346	25.6159	14.8854	30.4465	9.9772	8.9917	55.6421	18.8314	22.8463	7.9813	28.5732	39.8768	12.8735	26.5688	43.5662	15.9736	1.9996	19.8705	33.668	19.7845	20.636	7.962	31.3728	75.8067	0.0	0.0	18.842	7.9763	8.9741	19.7888	15.8233	7.9611	20.7119	35.7289	0.0	10.9876	7.9708	9.9679	21.8417	25.6358	7.9545	2.995	9.9408	1.999	3.9981	7.9927	0.0	32.6521	11.9526	29.4926	31.5795
P163-PWY	275.1363	259.8909	387.0193	531.0406	757.5173	359.1563	124.4481	350.5989	336.9436	252.6197	275.7767	305.9023	290.2209	197.5272	480.1131	499.1802	166.7614	307.8005	351.6463	266.1956	275.6076	258.9278	277.3108	715.4728	626.6126	396.9115	274.8887	264.0989	347.6328	292.9389	342.452	346.0116	372.7697	740.5238	544.8724	415.0923	231.7555	358.507	363.582	295.0372	267.1691	287.6788	257.4834	680.5061	770.856	611.4998	149.6834	279.8704	322.578	234.7071	310.0467	265.328	288.711	1050.6482	422.763	409.9878	158.3921	332.4547	386.4284	253.329	319.7063	237.1926	263.8874	831.2791	586.7539	389.2751	166.9208	288.5573	378.0074	280.4342	286.6698	306.4025	241.4741	543.3417	371.9678	516.0942	158.8859	372.8747	322.3304	222.0254	292.4818	260.4479	298.6316	1108.9858	532.0258	360.6442	135.9547	293.7308	133.2596	280.5103	300.0151	268.1488	235.0753	792.7513	668.6363	345.5418	221.0283	380.9222	159.2021	300.6456	279.5359	284.9817	250.7687	755.1	498.3476	464.438	128.0874	345.1401	342.3759	236.5901	283.3667	310.3929	296.2455	866.0777	644.9939	518.0543	383.1883	434.1452	306.4014	249.9589	350.7359	337.1172	1199.0918	660.488	695.6709	220.5647	375.7749	264.8367	359.3866	252.0927	425.5724	370.022	866.2837	489.3409	476.1899	202.9267	424.9121	373.2865	351.4575	373.369	432.4697	461.1213	508.2444	641.2269	668.0586	157.4197	419.9371	518.1582	432.7267	851.9337
P164-PWY	6549.3625	6641.6972	6799.383	2179.2002	2547.3372	695.9277	3268.9139	6392.4217	5703.8573	6881.472	6552.7925	6661.5274	6654.6532	643.0867	907.2794	1617.057	2998.3526	6435.374	6014.7898	6577.9851	6591.0004	6597.189	6878.7925	2633.7293	1488.2169	1124.8141	4570.0377	6670.2215	6128.4321	6578.7154	6500.6679	6587.7575	6594.5534	2987.3678	1132.5378	1183.5192	5015.5817	6577.9717	6532.8305	8277.7367	6948.1137	6700.674	6740.0867	2875.0211	747.9399	1861.4426	4679.2471	6517.8109	6134.3077	6687.3728	6605.3109	6629.5498	6904.7752	2625.0604	805.6262	900.1247	4823.8722	6254.7039	6034.757	6404.4785	6168.3684	6234.9217	6435.4376	2853.4764	1231.1599	1284.1431	3981.4909	6214.1419	6015.2803	6390.6485	6413.1346	6431.0335	6705.8612	2705.2314	916.4914	1393.1816	4736.7162	5979.5241	6305.1674	6419.3761	6492.9497	6867.4052	6766.7335	2564.6914	893.2009	951.8456	3064.6364	6391.5949	4575.0795	6868.1615	6561.2538	7068.658	6644.0462	2484.4469	849.7846	771.135	4803.5899	6769.1099	4119.5125	6905.0425	6513.5967	7035.5256	6689.2046	3016.703	1040.8682	1060.5609	4158.2116	6504.9118	5160.1599	6486.6768	6413.9449	6386.4596	6691.4512	2925.1034	1164.3933	1274.4321	6438.3718	5714.7814	6521.8372	6441.2618	6558.675	6793.1414	3285.1931	891.6516	1568.3578	5008.2342	6437.8302	6368.0353	6578.123	6182.2581	6734.0496	6364.8224	3314.5817	770.8565	1715.042	4659.3454	6307.0192	6409.2335	6706.7695	6185.9004	6469.2673	6508.4667	1977.9758	949.3836	1404.887	3501.2116	5858.5727	6177.9263	6583.4736	6022.5461
P184-PWY	138.7411	212.3026	250.5838	326.6749	1046.8934	1266.0007	360.2781	674.559	942.6674	108.2268	107.1436	167.7779	179.8512	1273.4864	1168.2413	1067.3035	572.7425	967.1438	860.8838	189.7016	142.5986	209.4445	191.9851	314.0182	1445.1292	999.2911	396.506	900.941	977.7547	141.641	120.3882	170.9585	179.7153	227.3412	1254.4167	1201.8498	428.425	1003.0697	853.5735	161.9802	135.2084	263.6351	233.7565	712.152	1137.5479	985.4292	534.7486	689.2532	986.5646	127.7987	90.9503	156.3506	146.4603	358.9655	755.7151	757.9276	246.0519	632.6875	863.4652	125.3556	53.243	102.0063	140.5197	379.4782	1252.2955	1228.1458	411.2294	904.4068	778.5395	126.2395	71.8824	210.667	166.336	288.2489	1561.7511	1201.2538	409.7155	1026.0489	968.6153	178.7591	85.8877	182.4893	217.2441	470.9975	1223.1167	1265.3505	292.1961	1133.3025	584.1259	186.2805	147.1651	152.059	176.5335	330.2984	1286.9097	928.1546	568.6054	910.1797	617.4502	142.8586	89.7624	158.7477	166.7321	255.9221	1417.9172	918.1945	378.8801	761.4977	741.6966	106.7274	78.9919	123.6056	133.804	199.7199	1299.7403	898.1583	1044.9151	862.3286	101.623	81.8872	182.7274	74.295	257.4979	1259.8987	1357.8001	182.9905	799.0121	645.5038	147.1096	94.5532	181.0421	130.0349	258.4947	1141.5705	1496.4078	221.9107	870.9736	842.9174	118.8158	54.773	161.4945	167.3759	153.4243	682.7524	927.9036	71.1742	623.7541	675.9801	112.0462	241.7685
P221-PWY	390.825	329.2499	393.9961	1736.189	687.0401	630.8178	2987.2886	1081.488	2705.8638	682.1443	385.6584	363.463	320.7723	1041.9496	474.7014	681.6411	1544.6714	1133.2236	1174.6763	603.4572	428.3119	405.7281	315.0645	1478.8371	683.1878	530.0816	2277.6201	850.3177	919.0012	414.8669	252.9101	446.7198	375.742	1255.8364	469.1619	618.4876	1356.5889	969.593	1414.2119	2605.4463	454.2852	830.3012	598.7867	1291.1652	636.7145	580.9	3880.1512	860.9288	974.8966	1239.4774	303.4113	560.1828	555.3684	1970.8441	650.9481	647.9905	2280.1224	1130.5828	1131.1231	580.3999	314.7233	295.7901	352.9193	1579.2982	589.8746	725.9875	2835.8493	1413.1467	1486.0128	342.115	288.6558	381.1944	292.0625	1102.9185	585.4555	534.6788	1526.9225	1157.1426	1002.2627	519.9647	343.2752	525.8923	329.1103	1764.8417	630.7856	563.5328	2396.9942	1097.5726	1304.2984	2119.3463	268.357	266.4658	482.6452	1051.0153	640.3515	2967.4867	2007.476	966.3193	3507.4423	783.4905	443.1924	334.5491	342.3882	1437.2404	757.1303	742.272	1762.1753	1215.7657	1016.5248	583.6224	297.6452	238.7931	436.9026	1073.1493	639.4565	608.2313	1147.3636	1144.0119	292.4064	250.9156	277.1329	349.0859	1528.8003	511.2513	717.1612	1565.3809	839.8484	1411.2539	411.8023	334.4715	638.2223	314.0068	1184.7143	538.0671	751.5561	1582.3266	1060.046	1392.1705	364.1896	363.3894	297.1285	354.4676	1832.0109	594.6521	617.1999	2099.8396	1375.3457	1150.9214	287.5174	1214.0992
P23-PWY	11187.9176	11326.8909	11946.171	8645.9639	6208.5867	7114.711	9810.3698	12676.2078	11795.4571	11620.5717	10951.4908	11331.3126	11424.5827	7719.1228	5325.8827	6600.9436	10209.6033	12717.8927	12133.8382	11310.0521	11064.5244	11529.1977	11398.718	6967.8177	6994.7132	6874.6906	9623.4847	12286.7534	12328.6379	11204.657	10913.1697	11636.7979	11533.602	8846.1097	5555.304	8688.7486	13432.6847	12360.5838	12452.6445	12636.6494	10906.7853	12350.008	12624.6973	8385.1916	4568.2278	7478.3156	11049.9065	12372.4986	11923.4643	11496.7484	10575.3673	11087.749	11284.7107	6522.2912	4102.405	5805.421	10616.9161	12243.3486	12043.8458	12419.963	10751.1903	10853.0085	11422.8659	7534.1938	5618.1937	6064.7108	10494.3731	12547.5443	12350.3033	11078.3976	10707.1649	11444.97	11203.4499	7211.9672	5962.0406	6766.5657	11117.248	12418.2163	12003.3879	11214.6966	10885.7525	11420.2866	11462.0384	7388.3461	5610.543	10453.1285	10215.2129	12658.7878	15013.1179	12143.5699	10870.6673	10902.1344	11431.9498	6672.1883	4668.1264	6686.7195	11300.8111	12429.8007	9410.2633	12232.2944	10589.8754	11459.1129	11048.0063	6864.1243	5527.285	7548.0877	11077.1615	11867.8666	12704.547	10802.9789	10627.96	11057.6075	11100.5985	7071.2896	5935.3016	5794.2493	12472.765	12203.461	10852.8781	10619.6747	11044.2663	10871.6112	7010.2605	4446.2003	7321.397	12042.7604	12516.6824	12225.8378	11153.1099	10817.8486	11522.073	11107.7194	7008.6338	4676.6434	6265.7293	11514.525	12376.3575	12507.9746	11219.902	10751.182	11467.9364	11806.4803	4334.0448	4542.4367	6084.4634	9881.1588	12348.9678	12115.8949	11394.3267	10553.7726
P241-PWY	96.5421	99.5357	145.343	74.0421	156.9519	111.8408	60.0001	109.8834	159.322	102.4585	123.9088	92.4827	128.4664	46.3888	207.0016	138.7859	72.5316	140.0138	140.1264	85.1016	138.0233	134.2461	179.6464	91.8565	224.2227	97.8387	110.4487	123.0418	140.838	101.7872	137.8423	117.7641	174.3861	87.2136	144.011	141.0294	94.6587	186.7415	166.6002	141.9899	130.9651	121.9643	184.4602	91.3034	241.3014	106.4594	61.5438	132.411	102.7324	103.3294	119.4009	89.7678	154.6406	171.8692	252.1621	171.7539	80.4531	134.0381	106.2554	138.0759	165.606	112.7943	117.4875	130.0157	199.3023	139.5958	68.4591	98.102	109.2399	128.2626	138.6049	131.7413	138.5321	102.1768	207.3207	214.0124	88.1503	205.1147	175.9107	122.741	112.7199	124.4572	169.1658	101.0397	169.3606	108.1755	78.0475	153.1609	107.5913	126.5251	86.6503	118.8515	126.6966	113.9814	166.7839	88.7676	75.8694	126.6801	68.6499	144.4017	142.9697	132.1816	126.7107	237.1084	394.9742	199.2329	80.0016	139.4134	113.826	106.2619	115.8918	108.4705	129.4486	114.5758	183.3079	172.2961	129.0229	149.219	116.271	120.5563	146.2612	116.1547	109.3241	140.6386	371.961	133.429	180.7935	197.1111	120.2571	120.6197	147.6921	143.367	126.2192	238.9434	263.1858	83.0284	190.5846	163.0544	127.9962	177.1359	152.6056	228.7707	77.3437	347.0795	139.2084	76.9657	216.6633	215.726	150.0709	40.2203
P261-PWY	392.8332	388.0018	314.5556	242.2537	171.3849	47.0279	82.421	278.3685	189.5065	346.3979	405.0414	305.2126	350.7695	59.2974	173.0537	90.6202	115.7344	239.8696	199.9021	339.3722	394.887	334.5583	321.7993	249.0641	74.3348	40.2586	113.6911	260.7982	203.8383	350.6652	447.5634	378.9334	317.293	308.7333	62.0808	72.9471	165.4419	252.8904	231.3356	338.2253	369.1604	270.5798	319.1437	223.226	349.1793	59.258	134.2723	279.6934	179.2298	292.6305	438.8282	371.6284	383.438	486.3912	426.3971	257.2925	180.4128	304.4806	220.5977	334.5751	366.1392	313.311	303.9893	378.5999	249.785	178.7146	117.6463	176.866	221.9083	342.4509	429.6045	372.0848	326.5881	289.7199	267.8351	251.0688	182.3322	324.6037	296.9844	329.0297	403.6394	357.9021	419.2749	308.8365	119.8414	74.5339	77.9959	290.4746	150.1799	345.4988	336.917	328.0869	289.7336	340.8814	108.9321	66.8192	134.1067	234.1561	84.8011	310.8182	376.7585	284.2135	351.536	557.8721	667.7156	339.4786	146.8114	314.6141	172.0286	315.172	378.3587	411.4639	382.8533	354.4322	297.9992	294.6422	225.5087	208.0595	389.1531	390.4289	335.9923	556.4376	430.3803	211.4826	598.0508	182.3077	328.211	368.4547	381.686	385.0667	433.5854	415.9298	408.101	422.99	470.2337	166.6955	392.8678	374.0935	432.3984	372.9588	432.2089	498.1679	221.0054	522.6751	257.7544	126.8534	361.3299	333.0379	399.2195	125.62
